LDONN_000007300	coding	Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative	Ld01_v01s1	67650	70037	-
LDONN_000007400	coding	Calmodulin-binding, putative	Ld01_v01s1	71484	72329	-
LDONN_000007500	coding	thioredoxin, putative	Ld01_v01s1	73641	73964	-
LDONN_000007600	coding	pseudouridylate synthase-like protein	Ld01_v01s1	75458	76699	-
LDONN_000007700	coding	Cytochrome c oxidase biogenesis protein Cmc1 like, putative	Ld01_v01s1	77921	78439	-
LDONN_000007800	coding	4F5 protein family, putative	Ld01_v01s1	79349	79528	-
LDONN_000007900	coding	acidocalcisomal exopolyphosphatase, putative	Ld01_v01s1	80078	81241	-
LDONN_000008000	coding	hypothetical protein, conserved	Ld01_v01s1	81601	82032	-
LDONN_000008100	coding	poly(A) export protein, putative	Ld01_v01s1	83004	83927	+
LDONN_000008200	coding	hypothetical protein, conserved	Ld01_v01s1	84362	84994	+
LDONN_000008300	coding	Uncharacterised protein family (UPF0041), putative	Ld01_v01s1	85574	85867	+
LDONN_000008400	coding	hypothetical protein, conserved	Ld01_v01s1	86989	87750	+
LDONN_000008500	coding	hypothetical protein, conserved	Ld01_v01s1	89402	91645	+
LDONN_000008600	coding	hypothetical protein, conserved	Ld01_v01s1	92474	93043	+
LDONN_000008700	coding	Protein of unknown function (DUF788), putative	Ld01_v01s1	93674	94240	+
LDONN_000008800	coding	Dyggve-Melchior-Clausen syndrome protein, putative	Ld01_v01s1	95085	97535	+
LDONN_000008900	coding	hypothetical protein, conserved	Ld01_v01s1	98445	100907	+
LDONN_000009000	coding	hypothetical protein, conserved	Ld01_v01s1	101771	103477	+
LDONN_000009100	coding	Ribosomal protein S7e, putative	Ld01_v01s1	104112	105035	+
LDONN_000009200	coding	ribosomal protein S7, putative	Ld01_v01s1	105929	106531	+
LDONN_000009300	coding	Ribosomal protein S7e, putative	Ld01_v01s1	106619	107077	+
LDONN_000009400	coding	Ring finger domain/Zn-finger in ubiquitin-hydrolases and other protein, putative	Ld01_v01s1	107951	110194	+
LDONN_000009500	coding	Sugar-tranasporters, 12 TM, putative	Ld01_v01s1	111525	113294	+
LDONN_000009600	coding	nicotinamidase, putative	Ld01_v01s1	116363	117019	+
LDONN_000009700	coding	conserved protein	Ld01_v01s1	119090	123727	+
LDONN_000009800	coding	long-chain-fatty-acid-CoA ligase, putative	Ld01_v01s1	128019	130109	+
LDONN_000009900	coding	beta eliminating lyase,putative	Ld01_v01s1	130930	132009	+
LDONN_000010000	coding	long-chain-fatty-acid-CoA ligase, putative	Ld01_v01s1	134257	136353	+
LDONN_000010100	coding	long-chain-fatty-acid-CoA ligase, putative	Ld01_v01s1	137481	139604	+
LDONN_000010200	coding	hypothetical protein	Ld01_v01s1	142903	143142	+
LDONN_000010300	coding	long-chain-fatty-acid-CoA ligase, putative	Ld01_v01s1	144066	146213	+
LDONN_000010400	coding	long-chain-fatty-acid-CoA ligase, putative	Ld01_v01s1	149843	154699	+
LDONN_000010500	coding	hypothetical protein, conserved	Ld01_v01s1	155702	157744	+
LDONN_000010600	coding	hypothetical protein, conserved	Ld01_v01s1	159239	160345	+
LDONN_000010700	coding	pre-mRNA processing factor 3 (PRP3)/Protein of unknown function (DUF1115), putative	Ld01_v01s1	161422	163296	+
LDONN_000010800	coding	tricarboxylate carrier, putative	Ld01_v01s1	163914	164894	+
LDONN_000010900	coding	hypothetical protein	Ld01_v01s1	165980	167368	+
LDONN_000011000	coding	hypothetical protein, conserved	Ld01_v01s1	167691	169301	+
LDONN_000011100	coding	KREL1	Ld01_v01s1	170301	171575	+
LDONN_000011200	coding	Rab-GTPase-TBC domain containing protein, putative	Ld01_v01s1	172651	178107	+
LDONN_000011300	coding	DNA-damage inducible protein DDI1-like protein	Ld01_v01s1	179084	179815	+
LDONN_000011400	coding	hypothetical protein, conserved	Ld01_v01s1	180454	182241	+
LDONN_000011500	coding	hypothetical protein, conserved	Ld01_v01s1	184592	186712	+
LDONN_000011600	coding	HSP70-like protein	Ld01_v01s1	188303	191632	+
LDONN_000011700	coding	metallo-peptidase, Clan ME, Family M16	Ld01_v01s1	192591	194075	+
LDONN_000011800	coding	hypothetical protein, conserved	Ld01_v01s1	195433	199929	+
LDONN_000011900	coding	hypothetical protein, conserved	Ld01_v01s1	200922	201824	+
LDONN_000012000	coding	hypothetical protein, conserved	Ld01_v01s1	205955	208366	+
LDONN_000012100	coding	PLAC8 family, putative	Ld01_v01s1	210395	211093	+
LDONN_000012200	coding	PLAC8 family, putative	Ld01_v01s1	214037	215098	+
LDONN_000012300	coding	ubiquitin activating enzyme, putative	Ld01_v01s1	217265	218884	+
LDONN_000012400	coding	hypothetical protein, conserved	Ld01_v01s1	219516	224348	+
LDONN_000012500	coding	Meckel syndrome type 6 protein, putative	Ld01_v01s1	226144	232932	+
LDONN_000012600	coding	hypothetical protein, conserved	Ld01_v01s1	233711	235978	+
LDONN_000012700	coding	protein kinase, putative	Ld01_v01s1	237051	241286	+
LDONN_000012800	coding	hypothetical protein, conserved	Ld01_v01s1	241415	242893	+
LDONN_000012900	coding	eukaryotic initiation factor 4a, putative	Ld01_v01s1	244214	245425	+
LDONN_000013000	coding	hypothetical protein	Ld01_v01s1	247872	249524	+
LDONN_000013100	coding	hypothetical protein, conserved	Ld01_v01s1	251380	252972	+
LDONN_000013200	coding	hypothetical protein, conserved	Ld01_v01s1	255493	256965	+
LDONN_000013300	coding	calcium/potassium channel (CAKC), putative	Ld01_v01s1	258418	261471	+
LDONN_000013400	coding	potassium channel subunit-like protein	Ld01_v01s1	263038	266538	+
LDONN_000013500	coding	Peptidase family M3, putative	Ld01_v01s1	269306	270178	+
LDONN_000013600	coding	Peptidase family M3, putative	Ld01_v01s1	270196	270483	+
LDONN_000013700	coding	hypothetical protein	Ld01_v01s1	271250	271639	+
LDONN_000013800	coding	cytochrome b-domain protein, putative	Ld02_v01s1	5410	6066	-
LDONN_000013900	coding	hypothetical protein, conserved	Ld02_v01s1	6712	7290	-
LDONN_000014000	coding	hypothetical protein, conserved	Ld02_v01s1	7906	9099	-
LDONN_000014100	coding	hypothetical protein, conserved	Ld02_v01s1	11201	14182	-
LDONN_000014200	coding	hypothetical protein, conserved	Ld02_v01s1	15781	16725	-
LDONN_000014300	coding	hypothetical protein, conserved	Ld02_v01s1	18045	19109	-
LDONN_000014400	coding	hypothetical protein	Ld02_v01s1	21788	24712	-
LDONN_000014500	coding	tRNA exportin, putative	Ld02_v01s1	26787	30287	-
LDONN_000014600	coding	phosphatidylinositol kinase related protein, putative	Ld02_v01s1	32101	46818	-
LDONN_000014700	coding	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11), putative	Ld02_v01s1	48377	49096	-
LDONN_000014800	coding	Ankyrin repeats (many copies)/Zinc finger, C3HC4 type (RING finger) containing protein, putative	Ld02_v01s1	50004	52691	-
LDONN_000014900	coding	Vps51/Vps67, putative	Ld02_v01s1	53994	59903	-
LDONN_000015000	coding	hypothetical protein, conserved	Ld02_v01s1	60287	60586	-
LDONN_000015100	coding	hypothetical protein	Ld02_v01s1	68448	68876	-
LDONN_000015200	coding	phosphoglycan beta 1,3 galactosyltransferase	Ld02_v01s1	68993	70144	-
LDONN_000015300	coding	phosphoglycan beta 1,3 galactosyltransferase	Ld02_v01s1	74730	75710	-
LDONN_000015400	coding	phosphoglycan beta 1,3 galactosyltransferase	Ld02_v01s1	79717	80496	-
LDONN_000015500	coding	hypothetical protein	Ld02_v01s1	86491	86727	-
LDONN_000015600	coding	phosphoglycan beta 1,3 galactosyltransferase	Ld02_v01s1	89219	90304	-
LDONN_000015700	coding	phosphoglycan beta 1,2 arabinosyltransferase	Ld02_v01s1	100219	102561	-
LDONN_000015800	coding	phosphoglycan beta 1,3 galactosyltransferase	Ld02_v01s1	104027	107008	-
LDONN_000015900	coding	Glycosyltransferase (GlcNAc), putative	Ld02_v01s1	109214	111922	-
LDONN_000016000	coding	hypothetical protein, conserved	Ld02_v01s1	113615	117055	-
LDONN_000016100	coding	small GTP binding protein rab6-like protein	Ld02_v01s1	118545	119369	-
LDONN_000016200	coding	hypothetical protein, conserved	Ld02_v01s1	120890	121084	-
LDONN_000016300	coding	hypothetical protein, conserved	Ld02_v01s1	123163	123672	-
LDONN_000016400	coding	NIMA/Nek Serine/threonine-protein kinase family, putative	Ld02_v01s1	124557	126149	-
LDONN_000016500	coding	ATP-binding cassette subfamily A, member 1, putative	Ld02_v01s1	130944	138941	-
LDONN_000016600	coding	Soluble NSF attachment protein, SNAP, putative	Ld02_v01s1	142770	144842	-
LDONN_000016700	coding	RNase PH-like protein, putative	Ld02_v01s1	145945	146919	-
LDONN_000016800	coding	glycosyl transferase, putative	Ld02_v01s1	147597	152216	-
LDONN_000016900	coding	UAA transporter family, putative	Ld02_v01s1	153433	156360	-
LDONN_000017000	coding	hypothetical protein, conserved	Ld02_v01s1	157524	160709	-
LDONN_000017100	coding	casein kinase II, alpha chain, putative	Ld02_v01s1	162459	163604	-
LDONN_000017200	coding	proteasome regulatory non-ATPase subunit 6, putative	Ld02_v01s1	165182	166771	-
LDONN_000017300	coding	FtsJ-like methyltransferase, putative	Ld02_v01s1	167840	169213	-
LDONN_000017400	coding	ubiquitin-conjugating enzyme E2, putative	Ld02_v01s1	170525	170983	-
LDONN_000017500	coding	hypothetical protein	Ld02_v01s1	171561	171713	-
LDONN_000017600	coding	Mitochondrial protein 81	Ld02_v01s1	172422	173789	-
LDONN_000017700	coding	Mitochondrial protein 81	Ld02_v01s1	173846	175684	-
LDONN_000017800	coding	hypothetical protein, conserved	Ld02_v01s1	178332	181391	-
LDONN_000017900	coding	hypothetical protein	Ld02_v01s1	183092	184321	-
LDONN_000018000	coding	serine peptidase, Clan S-, family S54, putative	Ld02_v01s1	185270	186382	-
LDONN_000018100:pseudogene	pseudogene	Transmembrane amino acid transporter protein, putative	Ld02_v01s1	188995	190188	-
LDONN_000018200	coding	hypothetical protein	Ld02_v01s1	190261	190737	-
LDONN_000018300	coding	voltage-dependent anion-selective channel, putative	Ld02_v01s1	192782	193615	-
LDONN_000018400	coding	voltage-dependent anion-selective channel, putative	Ld02_v01s1	197757	198632	-
LDONN_000018500	coding	hypothetical protein, conserved	Ld02_v01s1	199948	209511	-
LDONN_000018600	coding	hypothetical protein, conserved	Ld02_v01s1	212286	212960	-
LDONN_000018700	coding	hypothetical protein, conserved	Ld02_v01s1	213825	215954	-
LDONN_000018800	coding	glycerate kinase, putative	Ld02_v01s1	218031	220880	-
LDONN_000018900	coding	hypothetical protein, conserved	Ld02_v01s1	222234	222746	-
LDONN_000019000	coding	hypothetical protein, conserved	Ld02_v01s1	224363	230692	-
LDONN_000019100	non_coding	tRNA	Ld02_v01s1	225607	225698	+
LDONN_000019200	coding	hypothetical protein, conserved	Ld02_v01s1	237149	239740	-
LDONN_000019300	coding	hypothetical protein, conserved	Ld02_v01s1	241243	242232	-
LDONN_000019400	coding	hypothetical protein, conserved	Ld02_v01s1	244778	245269	-
LDONN_000019500	coding	hypothetical protein, conserved	Ld02_v01s1	246371	248914	-
LDONN_000019600	coding	protein kinase, putative	Ld02_v01s1	253457	257728	-
LDONN_000019700	coding	hypothetical protein, conserved	Ld02_v01s1	269831	281197	+
LDONN_000019800	coding	Tetratricopeptide repeat, putative	Ld02_v01s1	281981	283555	+
LDONN_000019900	coding	ARP2/3 complex subunit, putative	Ld02_v01s1	284606	285238	+
LDONN_000020000	coding	hypothetical protein, conserved	Ld02_v01s1	286818	287783	+
LDONN_000020100	coding	hypothetical protein, conserved	Ld02_v01s1	288974	290677	+
LDONN_000020200	coding	gamma-glutamyl phosphate reductase-like protein	Ld02_v01s1	291709	293688	+
LDONN_000020300	coding	hypothetical protein, conserved	Ld02_v01s1	295182	299426	+
LDONN_000020400	coding	hypothetical protein, conserved	Ld02_v01s1	299952	300899	+
LDONN_000020500	coding	Nop14-like family, putative	Ld02_v01s1	301806	304538	+
LDONN_000020600	coding	mitochondrial carrier protein, putative	Ld02_v01s1	305435	306376	+
LDONN_000020700	coding	hypothetical protein, conserved	Ld02_v01s1	308408	309556	+
LDONN_000020800	coding	hypothetical protein, conserved	Ld02_v01s1	310493	311857	+
LDONN_000020900	coding	hypothetical protein, conserved	Ld02_v01s1	312645	315458	+
LDONN_000021000	coding	Heat shock protein 100 kDa	Ld02_v01s1	317583	320036	+
LDONN_000021100:pseudogene	pseudogene	dehydrogenase/oxidoreductase-like protein	Ld02_v01s1	322539	322923	+
LDONN_000021200	coding	metallo-peptidase, Clan MA(E), Family M3	Ld02_v01s1	325911	327947	+
LDONN_000021300	coding	hypothetical protein	Ld02_v01s1	333781	334097	+
LDONN_000021400	coding	hypothetical protein, conserved	Ld03_v01s1	1212	4397	-
LDONN_000021500	coding	hypothetical protein, conserved	Ld03_v01s1	5523	6329	+
LDONN_000021600	coding	D-3-phosphoglycerate dehydrogenase-like protein	Ld03_v01s1	7059	8282	+
LDONN_000021700	coding	2-aminoethylphosphonate:pyruvateaminotransferas e-like protein	Ld03_v01s1	9217	10362	+
LDONN_000021800	coding	Met-10+ like-protein, putative	Ld03_v01s1	13345	14517	+
LDONN_000021900	coding	hypothetical protein, conserved	Ld03_v01s1	15368	17869	+
LDONN_000022000	coding	glycerol-3-phosphate acyl transferase	Ld03_v01s1	18596	20482	+
LDONN_000022100	coding	DNA primase large subunit, putative	Ld03_v01s1	21739	23442	+
LDONN_000022200	coding	cytochrome c oxidase assembly protein, putative	Ld03_v01s1	24898	25392	+
LDONN_000022300	coding	hypothetical protein, conserved	Ld03_v01s1	26695	29370	+
LDONN_000022400	coding	hypothetical protein, conserved	Ld03_v01s1	30118	32895	+
LDONN_000022500	coding	acetyltransferase, putative	Ld03_v01s1	33841	34389	+
LDONN_000022600	coding	hypothetical protein, conserved	Ld03_v01s1	35263	35682	+
LDONN_000022700	coding	hypothetical protein, conserved	Ld03_v01s1	36919	37851	+
LDONN_000022800	coding	ATP-binding cassette protein subfamily F, member 1, putative	Ld03_v01s1	38724	40898	+
LDONN_000022900	coding	hypothetical protein, conserved	Ld03_v01s1	41881	42459	+
LDONN_000023000	coding	zinc-finger of acetyl-transferase ESCO, putative	Ld03_v01s1	42749	44932	+
LDONN_000023100	coding	U2 splicing auxiliary factor, putative	Ld03_v01s1	45834	46466	+
LDONN_000023200	coding	delta-1-pyrroline-5-carboxylate dehydrogenase, putative	Ld03_v01s1	48026	49708	+
LDONN_000023300	coding	protein kinase, putative	Ld03_v01s1	51489	52628	+
LDONN_000023400	coding	hypothetical protein, conserved	Ld03_v01s1	53725	54666	+
LDONN_000023500	coding	long-chain-fatty-acid-CoA ligase, putative	Ld03_v01s1	55609	57723	+
LDONN_000023600	coding	hypothetical protein, conserved	Ld03_v01s1	60887	61351	+
LDONN_000023700	coding	ribosomal protein L38, putative	Ld03_v01s1	61975	62226	+
LDONN_000023800	coding	hypothetical protein, conserved	Ld03_v01s1	63533	64441	+
LDONN_000023900	coding	hypothetical protein, conserved	Ld03_v01s1	69913	71997	+
LDONN_000024000	coding	hypothetical protein, conserved	Ld03_v01s1	72929	75934	+
LDONN_000024100	coding	hypothetical protein	Ld03_v01s1	76726	77172	+
LDONN_000024200	coding	hypothetical protein, conserved	Ld03_v01s1	82311	88544	+
LDONN_000024300	coding	hypothetical protein, conserved	Ld03_v01s1	89561	92692	+
LDONN_000024400	coding	hypothetical protein, conserved	Ld03_v01s1	93895	95787	+
LDONN_000024500	coding	DDRGK domain containing protein, putative	Ld03_v01s1	96542	97684	+
LDONN_000024600	coding	protein kinase, putative	Ld03_v01s1	98840	103381	+
LDONN_000024700	coding	hypothetical protein, conserved	Ld03_v01s1	107509	112464	+
LDONN_000024800	coding	GPR1/FUN34/yaaH family, putative	Ld03_v01s1	116105	117037	+
LDONN_000024900:pseudogene	pseudogene	GPR1/FUN34/yaaH family, putative	Ld03_v01s1	119450	121339	+
LDONN_000025000	coding	GPR1/FUN34/yaaH family, putative	Ld03_v01s1	124246	126068	+
LDONN_000025100	coding	GPR1/FUN34/yaaH family, putative	Ld03_v01s1	126139	127050	+
LDONN_000025200	coding	MFS transporter, putative	Ld03_v01s1	130145	132187	+
LDONN_000025300	coding	PTP1-interacting protein, 39 kDa, putative	Ld03_v01s1	135305	140311	+
LDONN_000025400	coding	hypothetical protein	Ld03_v01s1	141328	141624	+
LDONN_000025500	coding	60S acidic ribosomal protein P2, putative	Ld03_v01s1	142571	142906	+
LDONN_000025600	coding	TLD domain protein, conserved	Ld03_v01s1	143932	149007	+
LDONN_000025700	coding	hypothetical protein, conserved	Ld03_v01s1	155275	158448	+
LDONN_000025800	coding	hypothetical protein	Ld03_v01s1	160502	160777	+
LDONN_000025900	coding	hypothetical protein, conserved	Ld03_v01s1	163303	166176	+
LDONN_000026000	coding	Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat/DHHC palmitoyltransferase, putative	Ld03_v01s1	167699	170728	+
LDONN_000026100	coding	hypothetical protein, conserved	Ld03_v01s1	172492	175566	+
LDONN_000026200	coding	phosphate-Repressible Phosphate Permease-like protein	Ld03_v01s1	176908	178626	+
LDONN_000026300	coding	hypothetical protein, conserved	Ld03_v01s1	181846	189243	+
LDONN_000026400	coding	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	Ld03_v01s1	189980	192532	+
LDONN_000026500	coding	hypothetical protein, conserved	Ld03_v01s1	194478	200573	+
LDONN_000026600	coding	26S protease regulatory subunit, putative	Ld03_v01s1	202189	203379	+
LDONN_000026700	coding	hypothetical protein, conserved	Ld03_v01s1	204662	208996	+
LDONN_000026800	coding	hypothetical protein, conserved	Ld03_v01s1	210451	212598	+
LDONN_000026900	coding	quinone oxidoreductase, putative	Ld03_v01s1	215342	216340	+
LDONN_000027000	coding	hypothetical protein, conserved	Ld03_v01s1	216817	217353	+
LDONN_000027100	coding	DNA repair helicase, putative	Ld03_v01s1	219220	223257	+
LDONN_000027200	coding	arginine N-methyltransferase, putative	Ld03_v01s1	223907	225124	+
LDONN_000027300	coding	kinase-like protein	Ld03_v01s1	226909	227958	+
LDONN_000027400	coding	mitochondrial protein 99, putative	Ld03_v01s1	228818	230845	+
LDONN_000027500	coding	hypothetical protein, conserved	Ld03_v01s1	232458	233435	+
LDONN_000027600	coding	hypothetical protein, conserved	Ld03_v01s1	234177	236000	+
LDONN_000027700	coding	hypothetical protein, conserved	Ld03_v01s1	238437	241106	+
LDONN_000027800	coding	hypothetical protein, conserved	Ld03_v01s1	242690	245086	+
LDONN_000027900	coding	hypothetical protein, conserved	Ld03_v01s1	246086	247786	+
LDONN_000028000	coding	Uroporphyrinogen-III synthase HemD, putative	Ld03_v01s1	258493	259353	+
LDONN_000028100	non_coding	tRNA	Ld03_v01s1	261126	261198	+
LDONN_000028200	coding	DEAD/DEAH box helicase/Type III restriction enzyme, res subunit, putative	Ld03_v01s1	261978	268607	-
LDONN_000028300	coding	hypothetical protein, conserved	Ld03_v01s1	269424	278087	-
LDONN_000028400	coding	Aminoacyl-tRNA editing domain containing protein, putative	Ld03_v01s1	278993	279682	-
LDONN_000028500	coding	hypothetical protein, conserved	Ld03_v01s1	280243	282882	-
LDONN_000028600	coding	hypothetical protein, conserved	Ld03_v01s1	284993	286207	-
LDONN_000028700	coding	cytochrome c oxidase copper chaperone, putative	Ld03_v01s1	287123	287377	-
LDONN_000028800	coding	TatD related DNase, putative	Ld03_v01s1	288105	290255	-
LDONN_000028900	coding	hypothetical protein, conserved	Ld03_v01s1	291529	292482	-
LDONN_000029000	coding	Ubiquitin-like domain containing protein, putative	Ld03_v01s1	293724	295370	-
LDONN_000029100	coding	serine/threonine-protein kinase, putative	Ld03_v01s1	296147	305659	-
LDONN_000029200	coding	hypothetical protein, conserved	Ld03_v01s1	307164	308471	-
LDONN_000029300	coding	6-phosphofructo-2-kinase 1	Ld03_v01s1	309332	316513	-
LDONN_000029400	coding	hypothetical protein, conserved	Ld03_v01s1	317807	321088	-
LDONN_000029500	coding	hypothetical protein, conserved	Ld03_v01s1	321889	330588	-
LDONN_000029600	coding	hypothetical protein	Ld03_v01s1	331359	332459	-
LDONN_000029700	coding	CDP-alcohol phosphatidyltransferase, putative	Ld03_v01s1	332464	333216	-
LDONN_000029800	coding	hypothetical protein, conserved	Ld03_v01s1	335616	336803	-
LDONN_000029900	coding	zf-MYND-like zinc finger, mRNA-binding, putative	Ld03_v01s1	337892	340801	-
LDONN_000030000	coding	hypothetical protein, conserved	Ld03_v01s1	341652	348620	-
LDONN_000030100	coding	hypothetical protein, conserved	Ld03_v01s1	349641	354035	-
LDONN_000030200	coding	hypothetical protein, conserved	Ld03_v01s1	357894	359324	-
LDONN_000030300	coding	hypothetical protein, conserved	Ld03_v01s1	360278	366283	-
LDONN_000030400	coding	NLI interacting factor-like phosphatase, putative	Ld03_v01s1	367042	369261	-
LDONN_000030500	coding	peter pan protein, putative	Ld03_v01s1	371300	372442	-
LDONN_000030600	coding	inorganic pyrophosphatase, putative	Ld03_v01s1	373607	374287	-
LDONN_000030700	coding	Got1/Sft2-like family, putative	Ld03_v01s1	375116	375772	-
LDONN_000030800	coding	Amidohydrolase family, putative	Ld03_v01s1	376837	378930	-
LDONN_000030900	coding	hypothetical protein, conserved	Ld03_v01s1	379528	380514	-
LDONN_000031000	coding	Multicopper oxidase, putative	Ld03_v01s1	381994	383901	-
LDONN_000031100	coding	hypothetical protein, conserved	Ld03_v01s1	384529	384843	-
LDONN_000031200	coding	MORN repeat, putative	Ld03_v01s1	385389	386366	-
LDONN_000031300	coding	eukaryotic initiation factor 2a, putative	Ld03_v01s1	387108	388349	-
LDONN_000031400	coding	calcium-translocating P-type ATPase	Ld04_v01s1	8198	11269	+
LDONN_000031500	coding	pteridine transporter (truncated), putative	Ld04_v01s1	13374	14288	+
LDONN_000031600	coding	cAMP-specific phosphodiesterase, putative	Ld04_v01s1	16286	18460	+
LDONN_000031700	coding	hypothetical protein, conserved	Ld04_v01s1	19452	19673	+
LDONN_000031800	coding	hypothetical protein, conserved	Ld04_v01s1	20177	21496	+
LDONN_000031900	coding	hypothetical protein, conserved	Ld04_v01s1	25529	26032	+
LDONN_000032000	coding	hypothetical protein, conserved	Ld04_v01s1	27179	28768	+
LDONN_000032100	coding	DNA topoisomerase type IB small subunit, putative	Ld04_v01s1	30880	31668	+
LDONN_000032200	coding	Methyltransferase domain containing protein, putative	Ld04_v01s1	32615	33352	+
LDONN_000032300	coding	hypothetical protein, conserved	Ld04_v01s1	34038	34514	+
LDONN_000032400	coding	hypothetical protein, conserved	Ld04_v01s1	35614	41232	+
LDONN_000032500	coding	hypothetical protein, conserved	Ld04_v01s1	43256	44989	+
LDONN_000032600	coding	hypothetical protein, conserved	Ld04_v01s1	46093	47136	+
LDONN_000032700	coding	exosome complex exonuclease RRP40, putative	Ld04_v01s1	47900	48802	+
LDONN_000032800	coding	hypothetical protein, conserved	Ld04_v01s1	49768	50244	+
LDONN_000032900	coding	hypothetical protein, conserved	Ld04_v01s1	51206	52510	+
LDONN_000033000	coding	hypothetical protein, conserved	Ld04_v01s1	53006	54583	+
LDONN_000033100	coding	surface antigen-like protein	Ld04_v01s1	57483	59378	+
LDONN_000033200	coding	surface antigen-like protein	Ld04_v01s1	60774	63236	+
LDONN_000033300	coding	surface antigen-like protein	Ld04_v01s1	63975	64523	+
LDONN_000033400	coding	surface antigen-like protein	Ld04_v01s1	66572	67429	+
LDONN_000033500	coding	hypothetical protein, conserved	Ld04_v01s1	70452	71516	+
LDONN_000033600	coding	hypothetical protein, conserved	Ld04_v01s1	73344	74120	+
LDONN_000033700	coding	GRAM domain containing protein, putative	Ld04_v01s1	75501	76373	+
LDONN_000033800	coding	RNA pseudouridylate synthase-like protein	Ld04_v01s1	78379	82785	+
LDONN_000033900	coding	hypothetical protein, conserved	Ld04_v01s1	83452	84258	+
LDONN_000034000	coding	Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative	Ld04_v01s1	84896	86338	+
LDONN_000034100	coding	adenosine monophosphate deaminase, putative	Ld04_v01s1	86860	92787	+
LDONN_000034200	coding	Alcohol dehydrogenase GroES-like domain containing protein, putative	Ld04_v01s1	94212	95558	+
LDONN_000034300	coding	hypothetical protein, conserved	Ld04_v01s1	96984	97958	+
LDONN_000034400	coding	beta-fructofuranosidase, putative	Ld04_v01s1	98681	100474	+
LDONN_000034500	coding	Glycosyl hydrolases family 32 C terminal, putative	Ld04_v01s1	100653	101051	+
LDONN_000034600	coding	PAN domain/Glycosyl hydrolases family 32 C terminal, putative	Ld04_v01s1	103437	103934	+
LDONN_000034700	coding	mitochondrial exoribonuclease DSS-1, putative	Ld04_v01s1	105520	108084	+
LDONN_000034800	coding	ADP-ribosylation factor, putative	Ld04_v01s1	108720	109274	+
LDONN_000034900	coding	hypothetical protein, conserved	Ld04_v01s1	111256	117669	+
LDONN_000035000	coding	hypothetical protein, conserved	Ld04_v01s1	118710	119282	+
LDONN_000035100	coding	Phytanoyl-CoA dioxygenase (PhyH), putative	Ld04_v01s1	120350	121411	+
LDONN_000035200	coding	hypothetical protein, conserved	Ld04_v01s1	132459	133187	-
LDONN_000035300	coding	anaphase promoting complex, subunit 10-like protein	Ld04_v01s1	136986	138008	-
LDONN_000035400	coding	hypothetical protein, conserved	Ld04_v01s1	139499	142864	-
LDONN_000035500	coding	Tetratricopeptide repeat, putative	Ld04_v01s1	145193	146278	-
LDONN_000035600	coding	hypothetical protein, conserved	Ld04_v01s1	147591	159950	-
LDONN_000035700	coding	serine/threonine protein kinase-like protein	Ld04_v01s1	163515	167507	-
LDONN_000035800	coding	cysteine peptidase, Clan CA, family C2, putative	Ld04_v01s1	171805	174372	-
